mondo,pathways
MONDO:0008019,hsa04150;hsa04310;hsa04360;hsa04390;hsa04550;hsa04916;hsa04919;hsa04934;hsa05010;hsa05022;hsa05165;hsa05200;hsa05205;hsa05217;hsa05224;hsa05225;hsa05226
MONDO:0011627,
MONDO:0008018,hsa01524;hsa03430;hsa03460;hsa05200;hsa05210;hsa05213;hsa05226
MONDO:0008018,hsa01524;hsa03430;hsa05200;hsa05210
MONDO:0011628,hsa00280;hsa00630;hsa00640;hsa01100;hsa01200
MONDO:0011628,hsa00280;hsa00630;hsa00640;hsa01100;hsa01200
MONDO:0011629,hsa00510;hsa01100;hsa04141
MONDO:0011623,hsa05014
MONDO:0011624,hsa00030;hsa01100;hsa01200;hsa01230
MONDO:0009341,hsa05206
MONDO:0009348,
MONDO:0008017,hsa04152;hsa04910;hsa04931;hsa04932;hsa04936
MONDO:0009345,hsa00340;hsa01100
MONDO:0008016,
MONDO:0009340,hsa00010;hsa00051;hsa00052;hsa00500;hsa00520;hsa00524;hsa01100;hsa01200;hsa01250;hsa04066;hsa04910;hsa04930;hsa04973;hsa05131;hsa05230
MONDO:0011630,
MONDO:0012962,hsa04060;hsa04066;hsa04151;hsa04630;hsa04640;hsa05200
MONDO:0011631,hsa04216;hsa04978
MONDO:0011632,hsa05014
MONDO:0011633,hsa04218;hsa04750;hsa05418
MONDO:0012963,hsa04614;hsa04924;hsa05142;hsa05171;hsa05410;hsa05415
MONDO:0012960,hsa04014
MONDO:0011638,hsa04216;hsa04217;hsa04978
MONDO:0012969,
MONDO:0011639,hsa03010;hsa05171
MONDO:0010308,
MONDO:0009338,
MONDO:0009339,hsa00120;hsa00140;hsa01100
MONDO:0008009,
MONDO:0008009,
MONDO:0008009,
MONDO:0012966,hsa04060
MONDO:0010305,
MONDO:0012967,hsa00230;hsa00730;hsa01100;hsa01240
MONDO:0010306,hsa03420;hsa04120;hsa05170
MONDO:0008000,hsa04020;hsa04022;hsa04024;hsa04080;hsa04270;hsa04924;hsa05200
MONDO:0008000,hsa01522;hsa04915;hsa04917;hsa04919;hsa04961;hsa05200;hsa05205;hsa05207;hsa05224
MONDO:0008000,hsa01523;hsa04010;hsa04060;hsa04061;hsa04064;hsa04071;hsa04150;hsa04210;hsa04217;hsa04350;hsa04380;hsa04612;hsa04620;hsa04621;hsa04622;hsa04625;hsa04640;hsa04650;hsa04657;hsa04660;hsa04664;hsa04668;hsa04920;hsa04930;hsa04931;hsa04932;hsa04933;hsa04936;hsa04940;hsa05010;hsa05014;hsa05020;hsa05022;hsa05130;hsa05131;hsa05132;hsa05133;hsa05134;hsa05135;hsa05140;hsa05142;hsa05143;hsa05144;hsa05145;hsa05146;hsa05152;hsa05160;hsa05161;hsa05163;hsa05164;hsa05165;hsa05166;hsa05168;hsa05169;hsa05170;hsa05171;hsa05205;hsa05310;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05410;hsa05414;hsa05417;hsa05418
MONDO:0008002,hsa04360;hsa05200;hsa05210
MONDO:0009337,
MONDO:0008005,hsa04010;hsa04064;hsa04140;hsa04152;hsa04310;hsa04380;hsa04520;hsa04613;hsa04620;hsa04621;hsa04622;hsa04657;hsa04660;hsa04668;hsa04936;hsa05130;hsa05131;hsa05132;hsa05135;hsa05140;hsa05145;hsa05161;hsa05162;hsa05168;hsa05169;hsa05170;hsa05171;hsa05417;hsa05418
MONDO:0009335,hsa04610
MONDO:0009335,hsa04610;hsa05150
MONDO:0009335,hsa04610
MONDO:0010310,
MONDO:0010311,hsa05410;hsa05412;hsa05414;hsa05416
MONDO:0012975,
MONDO:0011643,hsa00010;hsa00052;hsa00500;hsa00520;hsa00524;hsa01100;hsa01200;hsa01250;hsa04910;hsa04911;hsa04917;hsa04922;hsa04930;hsa04950;hsa05230
MONDO:0010313,hsa00061;hsa00071;hsa01100;hsa01212;hsa03320;hsa04146;hsa04216;hsa04714;hsa04920
MONDO:0012971,
MONDO:0011640,
MONDO:0012970,hsa04068;hsa04146;hsa04211;hsa04213;hsa05016;hsa05208;hsa05417
MONDO:0012937,hsa03010;hsa05171
MONDO:0012939,hsa03010;hsa05171
MONDO:0012938,hsa03010;hsa05171
MONDO:0012933,hsa03440;hsa03460;hsa05200;hsa05212;hsa05224
MONDO:0011601,
MONDO:0011603,hsa00520;hsa01100;hsa01250
MONDO:0011604,hsa00532;hsa00534;hsa01100
MONDO:0060611,hsa00670;hsa01100;hsa01240
MONDO:0011610,hsa00260;hsa01100
MONDO:0012941,hsa04060;hsa04061;hsa04630;hsa05145;hsa05152;hsa05163
MONDO:0060627,hsa00563;hsa01100
MONDO:0011612,hsa00260;hsa00630;hsa01100;hsa01200
MONDO:0011612,hsa00260;hsa00630;hsa01100;hsa01200
MONDO:0011612,hsa00260;hsa00630;hsa00670;hsa01100;hsa01200
MONDO:0012943,hsa00020;hsa01100;hsa01200;hsa01210;hsa01230
MONDO:0011613,hsa04137;hsa05012;hsa05014;hsa05022
MONDO:0060629,hsa04014;hsa04015;hsa04020;hsa04024;hsa04080;hsa04713;hsa04720;hsa04724;hsa05010;hsa05014;hsa05016;hsa05017;hsa05020;hsa05022;hsa05030;hsa05031;hsa05033;hsa05034
MONDO:0011614,hsa00280;hsa00650;hsa00900;hsa01100;hsa03320
MONDO:0012946,hsa04514
MONDO:0012945,hsa00562;hsa01100;hsa05014;hsa05022
MONDO:0060624,hsa04144;hsa04152;hsa04962;hsa05164
MONDO:0060621,hsa00970
MONDO:0060622,
MONDO:0012953,hsa03030;hsa03410;hsa03420;hsa03430;hsa03440
MONDO:0011622,
MONDO:0012914,
MONDO:0012914,
MONDO:0009308,hsa04145;hsa04380;hsa04613;hsa04621;hsa04670;hsa05020;hsa05140;hsa05208;hsa05415;hsa05417;hsa05418
MONDO:0009305,hsa04141
MONDO:0009306,hsa04068;hsa05340
MONDO:0009306,hsa04068;hsa05340
MONDO:0012911,hsa01522;hsa04015;hsa04020;hsa04024;hsa04072;hsa04261;hsa04270;hsa04540;hsa04611;hsa04713;hsa04714;hsa04724;hsa04726;hsa04728;hsa04730;hsa04750;hsa04911;hsa04912;hsa04913;hsa04915;hsa04916;hsa04918;hsa04921;hsa04922;hsa04923;hsa04924;hsa04925;hsa04926;hsa04927;hsa04928;hsa04934;hsa04935;hsa04961;hsa04962;hsa04970;hsa04971;hsa04972;hsa04976;hsa05012;hsa05030;hsa05031;hsa05032;hsa05034;hsa05110;hsa05142;hsa05146;hsa05163;hsa05165;hsa05200;hsa05207;hsa05414
MONDO:0009309,hsa04062;hsa04145;hsa04380;hsa04613;hsa04666;hsa04670;hsa05020;hsa05140;hsa05208;hsa05415;hsa05417;hsa05418
MONDO:0012912,hsa01522;hsa04015;hsa04020;hsa04024;hsa04072;hsa04261;hsa04270;hsa04540;hsa04611;hsa04713;hsa04714;hsa04724;hsa04726;hsa04728;hsa04730;hsa04750;hsa04911;hsa04912;hsa04913;hsa04915;hsa04916;hsa04918;hsa04921;hsa04922;hsa04923;hsa04924;hsa04925;hsa04926;hsa04927;hsa04928;hsa04934;hsa04935;hsa04961;hsa04962;hsa04970;hsa04971;hsa04972;hsa04976;hsa05012;hsa05030;hsa05031;hsa05032;hsa05034;hsa05110;hsa05142;hsa05146;hsa05163;hsa05165;hsa05200;hsa05207;hsa05414
MONDO:0060631,
MONDO:0009300,hsa00120;hsa01040;hsa01100;hsa01212;hsa04146
MONDO:0012919,hsa04950
MONDO:0012918,
MONDO:0009301,hsa04340
MONDO:0012926,
MONDO:0060649,hsa04060;hsa04350;hsa04390;hsa05200;hsa05217
MONDO:0012925,hsa03010;hsa05171
MONDO:0012928,hsa00604;hsa01100
MONDO:0012921,hsa04060;hsa04061;hsa04062;hsa04144;hsa05145;hsa05163;hsa05167;hsa05170;hsa05203
MONDO:0012924,hsa03010;hsa05171
MONDO:0012923,hsa04144;hsa04510;hsa05020;hsa05100;hsa05205;hsa05416;hsa05418
MONDO:0060641,hsa04024;hsa04080;hsa04713;hsa04723;hsa04724;hsa04728;hsa05016;hsa05022;hsa05031;hsa05033
MONDO:0060642,
MONDO:0060640,
MONDO:0012929,hsa04514
MONDO:0012931,hsa05143
MONDO:0011600,hsa04080
MONDO:0012930,hsa00010;hsa00052;hsa00500;hsa01100;hsa04068;hsa04151;hsa04152;hsa04910;hsa04920;hsa04922;hsa04931;hsa04973
MONDO:0021056,hsa04310;hsa04390;hsa04550;hsa04810;hsa04934;hsa05010;hsa05022;hsa05165;hsa05200;hsa05206;hsa05210;hsa05213;hsa05217;hsa05224;hsa05225;hsa05226
MONDO:0008076,hsa05100;hsa05131
MONDO:0008078,hsa01521;hsa04010;hsa04014
MONDO:0008070,
MONDO:0008073,
MONDO:0033044,
MONDO:0033043,
MONDO:0033046,hsa03030;hsa04110
MONDO:0033045,
MONDO:0033047,
MONDO:0021062,
MONDO:0008260,
MONDO:0009398,hsa00563;hsa01100
MONDO:0009397,hsa04621;hsa04928
MONDO:0009394,hsa04060;hsa04380
MONDO:0008062,hsa04080
MONDO:0008061,
MONDO:0009393,
MONDO:0008099,hsa00230;hsa01100;hsa04744
MONDO:0021035,
MONDO:0008090,hsa04613;hsa05202;hsa05322
MONDO:0010381,hsa00512;hsa00514;hsa01100
MONDO:0008093,hsa01521;hsa04010;hsa04014;hsa04015;hsa04020;hsa04144;hsa04151;hsa04550;hsa04810;hsa05200;hsa05206;hsa05219;hsa05230
MONDO:0008093,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04137;hsa04140;hsa04144;hsa04150;hsa04151;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04371;hsa04510;hsa04540;hsa04550;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04714;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04929;hsa04933;hsa04935;hsa05010;hsa05022;hsa05034;hsa05132;hsa05160;hsa05161;hsa05163;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05417
MONDO:0008093,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04137;hsa04140;hsa04150;hsa04151;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04371;hsa04540;hsa04550;hsa04625;hsa04650;hsa04660;hsa04662;hsa04664;hsa04714;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04929;hsa04933;hsa04935;hsa05010;hsa05022;hsa05034;hsa05160;hsa05161;hsa05163;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05417
MONDO:0008093,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04613;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05010;hsa05017;hsa05020;hsa05100;hsa05131;hsa05132;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05171;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05415;hsa05417;hsa05418
MONDO:0010382,
MONDO:0008094,hsa04015;hsa04020;hsa04022;hsa04062;hsa04071;hsa04261;hsa04270;hsa04371;hsa04540;hsa04611;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04728;hsa04730;hsa04750;hsa04911;hsa04912;hsa04915;hsa04916;hsa04918;hsa04921;hsa04922;hsa04924;hsa04925;hsa04927;hsa04928;hsa04929;hsa04934;hsa04935;hsa04961;hsa04970;hsa04971;hsa04972;hsa05010;hsa05016;hsa05017;hsa05022;hsa05135;hsa05142;hsa05143;hsa05146;hsa05163;hsa05170;hsa05200
MONDO:0008097,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04137;hsa04140;hsa04144;hsa04150;hsa04151;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04371;hsa04510;hsa04540;hsa04550;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04714;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04929;hsa04933;hsa04935;hsa05010;hsa05022;hsa05034;hsa05132;hsa05160;hsa05161;hsa05163;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05417
MONDO:0008097,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04137;hsa04140;hsa04150;hsa04151;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04371;hsa04540;hsa04550;hsa04625;hsa04650;hsa04660;hsa04662;hsa04664;hsa04714;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04914;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04929;hsa04933;hsa04935;hsa04960;hsa05010;hsa05022;hsa05034;hsa05160;hsa05161;hsa05163;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05417
MONDO:0008097,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04137;hsa04140;hsa04150;hsa04151;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04371;hsa04540;hsa04550;hsa04625;hsa04650;hsa04660;hsa04662;hsa04664;hsa04714;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04929;hsa04933;hsa04935;hsa05010;hsa05022;hsa05034;hsa05160;hsa05161;hsa05163;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05417
MONDO:0010388,
MONDO:0010389,hsa04066;hsa04145;hsa04216;hsa04217;hsa04613;hsa04621;hsa04670;hsa04933;hsa05010;hsa05020;hsa05022;hsa05140;hsa05171;hsa05415;hsa05417
MONDO:0010383,
MONDO:0010384,hsa04114;hsa05200;hsa05207;hsa05215
MONDO:0010385,hsa01524;hsa04064;hsa04120;hsa04210;hsa04215;hsa04217;hsa04510;hsa04621;hsa05145;hsa05166;hsa05200;hsa05207;hsa05222
MONDO:0010386,hsa01523;hsa04010;hsa04014;hsa04062;hsa04064;hsa04151;hsa04210;hsa04380;hsa04620;hsa04621;hsa04622;hsa04623;hsa04625;hsa04657;hsa04658;hsa04659;hsa04660;hsa04662;hsa04668;hsa04920;hsa04936;hsa05010;hsa05120;hsa05130;hsa05131;hsa05132;hsa05135;hsa05142;hsa05145;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05171;hsa05200;hsa05203;hsa05208;hsa05212;hsa05215;hsa05220;hsa05221;hsa05222;hsa05235;hsa05340;hsa05417;hsa05418
MONDO:0033008,
MONDO:0033007,
MONDO:0033009,
MONDO:0008087,
MONDO:0008082,hsa04020;hsa05200;hsa05216;hsa05223;hsa05230
MONDO:0010392,hsa00010;hsa01100;hsa01200;hsa01230;hsa04066
MONDO:0010393,
MONDO:0008083,hsa04141
MONDO:0008086,hsa00600;hsa01100;hsa04071
MONDO:0010398,hsa03013;hsa03015
MONDO:0033010,
MONDO:0033013,hsa04540;hsa05412
MONDO:0033012,
MONDO:0033015,
MONDO:0033014,hsa00600;hsa01100
MONDO:0010395,hsa00030;hsa00230;hsa01100;hsa01200;hsa01230
MONDO:0010396,
MONDO:0010397,
MONDO:0010358,hsa04613
MONDO:0010359,hsa00562;hsa01100;hsa04070
MONDO:0021011,
MONDO:0009365,
MONDO:0009366,
MONDO:0009364,hsa00514;hsa00515;hsa01100
MONDO:0009364,hsa00515;hsa01100
MONDO:0009364,hsa00514;hsa00515;hsa01100
MONDO:0009364,hsa00515;hsa01100
MONDO:0009364,hsa00515;hsa01100
MONDO:0009367,
MONDO:0021013,
MONDO:0008038,
MONDO:0009368,hsa00531;hsa01100;hsa05205
MONDO:0008031,
MONDO:0008030,
MONDO:0009360,
MONDO:0010367,
MONDO:0011698,hsa00260;hsa01100
MONDO:0033004,
MONDO:0009889,
MONDO:0010361,hsa04012;hsa04014;hsa04360;hsa04510;hsa04660;hsa04810;hsa05130;hsa05132;hsa05170;hsa05211
MONDO:0010362,hsa04020;hsa04910;hsa04922
MONDO:0011693,hsa04137;hsa05014;hsa05022
MONDO:0011693,hsa05017
MONDO:0011694,hsa04020;hsa04022;hsa04070;hsa04114;hsa04140;hsa04210;hsa04218;hsa04270;hsa04371;hsa04540;hsa04611;hsa04621;hsa04625;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04728;hsa04730;hsa04750;hsa04912;hsa04915;hsa04918;hsa04921;hsa04922;hsa04924;hsa04925;hsa04927;hsa04928;hsa04929;hsa04934;hsa04935;hsa04970;hsa04971;hsa04972;hsa05010;hsa05012;hsa05016;hsa05017;hsa05020;hsa05022;hsa05131;hsa05163;hsa05167;hsa05170;hsa05205;hsa05417
MONDO:0033006,
MONDO:0033005,
MONDO:0009354,
MONDO:0008021,hsa00562;hsa01100;hsa01521;hsa04068;hsa04070;hsa04071;hsa04115;hsa04140;hsa04150;hsa04151;hsa04218;hsa04510;hsa04931;hsa05165;hsa05166;hsa05200;hsa05206;hsa05208;hsa05213;hsa05214;hsa05215;hsa05218;hsa05222;hsa05224;hsa05225;hsa05230;hsa05235;hsa05415
MONDO:0008024,hsa04725;hsa05231
MONDO:0009352,hsa00260;hsa00270;hsa01100;hsa01230
MONDO:0021020,hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa01100;hsa01240;hsa04976;hsa05204;hsa05207
MONDO:0009353,hsa00670;hsa01100;hsa01523
MONDO:0021021,hsa04310;hsa04928
MONDO:0009031,hsa04310;hsa04928
MONDO:0008026,hsa04145;hsa04962;hsa05132
MONDO:0009359,
MONDO:0008025,
MONDO:0021024,hsa04064;hsa04620;hsa04936;hsa05130;hsa05132;hsa05133;hsa05152;hsa05161;hsa05235;hsa05417
MONDO:0021024,hsa04630;hsa04917
MONDO:0021024,hsa04610;hsa04613;hsa04640;hsa05134;hsa05140;hsa05144;hsa05152
MONDO:0021024,hsa04145;hsa04380;hsa04611;hsa04613;hsa04666;hsa05130;hsa05135;hsa05140;hsa05150;hsa05152;hsa05171;hsa05322
MONDO:0021024,hsa04145;hsa04380;hsa04662;hsa04666;hsa05150;hsa05152;hsa05162
MONDO:0021024,hsa05144
MONDO:0021024,hsa00030;hsa00480;hsa01100;hsa01200;hsa05230;hsa05415
MONDO:0021024,hsa04640;hsa05144
MONDO:0021024,hsa05144
MONDO:0021024,hsa05144
MONDO:0021024,hsa05143;hsa05144
MONDO:0021024,hsa04064;hsa04514;hsa04650;hsa04668;hsa04670;hsa04933;hsa05143;hsa05144;hsa05150;hsa05164;hsa05166;hsa05167;hsa05169;hsa05323;hsa05416;hsa05417;hsa05418
MONDO:0021024,hsa00220;hsa00330;hsa01100;hsa04020;hsa04066;hsa04146;hsa04371;hsa04926;hsa05010;hsa05014;hsa05022;hsa05133;hsa05140;hsa05142;hsa05145;hsa05146;hsa05152;hsa05200;hsa05222
MONDO:0021024,hsa04966
MONDO:0021024,hsa01523;hsa04010;hsa04060;hsa04061;hsa04064;hsa04071;hsa04150;hsa04210;hsa04217;hsa04350;hsa04380;hsa04612;hsa04620;hsa04621;hsa04622;hsa04625;hsa04640;hsa04650;hsa04657;hsa04660;hsa04664;hsa04668;hsa04920;hsa04930;hsa04931;hsa04932;hsa04933;hsa04936;hsa04940;hsa05010;hsa05014;hsa05020;hsa05022;hsa05130;hsa05131;hsa05132;hsa05133;hsa05134;hsa05135;hsa05140;hsa05142;hsa05143;hsa05144;hsa05145;hsa05146;hsa05152;hsa05160;hsa05161;hsa05163;hsa05164;hsa05165;hsa05166;hsa05168;hsa05169;hsa05170;hsa05171;hsa05205;hsa05310;hsa05321;hsa05322;hsa05323;hsa05330;hsa05332;hsa05410;hsa05414;hsa05417;hsa05418
MONDO:0021024,hsa03320;hsa04145;hsa04152;hsa04512;hsa04640;hsa04920;hsa04931;hsa04975;hsa04979;hsa05144;hsa05415;hsa05417
MONDO:0021019,
MONDO:0010370,hsa04110;hsa04114
MONDO:0021018,
MONDO:0010371,hsa04010;hsa04020;hsa04022;hsa04024;hsa04260;hsa04261;hsa04270;hsa04723;hsa04725;hsa04726;hsa04727;hsa04911;hsa04912;hsa04921;hsa04924;hsa04925;hsa04927;hsa04929;hsa04934;hsa04935;hsa05010;hsa05020;hsa05022;hsa05207;hsa05410;hsa05412;hsa05414
MONDO:0010378,hsa04210;hsa04217
MONDO:0010379,hsa00260;hsa00330;hsa00340;hsa00350;hsa00360;hsa00380;hsa00982;hsa01100;hsa04726;hsa04728;hsa05012;hsa05030;hsa05031;hsa05034
MONDO:0010373,
MONDO:0010375,
MONDO:0012999,hsa00260;hsa00330;hsa01100
MONDO:0011667,hsa04911;hsa04930;hsa04950
MONDO:0011668,hsa04950
MONDO:0010337,
MONDO:0010338,hsa01524;hsa04978
MONDO:0010339,
MONDO:0009387,hsa00561;hsa03320;hsa04979;hsa05010
MONDO:0008055,
MONDO:0009388,hsa00310;hsa01100
MONDO:0008057,hsa04910
MONDO:0008056,
MONDO:0008059,hsa04915;hsa05150
MONDO:0009380,hsa01523;hsa01524;hsa02010;hsa04976
MONDO:0009383,hsa00040;hsa00053;hsa00140;hsa00830;hsa00860;hsa00980;hsa00982;hsa00983;hsa01100;hsa01240;hsa04976;hsa05204;hsa05207
MONDO:0009384,hsa04020;hsa04024;hsa04080;hsa04913;hsa04917
MONDO:0008050,hsa04022;hsa04260;hsa04261;hsa04919;hsa05410;hsa05414;hsa05416
MONDO:0011674,hsa04072;hsa04144;hsa04666;hsa04721;hsa04961;hsa05100;hsa05132
MONDO:0010343,hsa04514
MONDO:0011670,hsa04151;hsa04510;hsa04512;hsa05165;hsa05206
MONDO:0011671,
MONDO:0010340,hsa04514
MONDO:0010341,hsa04514
MONDO:0010342,
MONDO:0010349,hsa04060;hsa04913
MONDO:0009376,hsa00220;hsa00250;hsa00910;hsa01100;hsa01200;hsa01230
MONDO:0008044,
MONDO:0009377,hsa00220;hsa01100;hsa01210;hsa01230
MONDO:0021001,
MONDO:0021001,hsa04060;hsa04350;hsa04390;hsa05200;hsa05217
MONDO:0008045,hsa00600;hsa01100;hsa04071;hsa04142
MONDO:0008048,hsa04072;hsa04144;hsa04666;hsa04721;hsa04961;hsa05100;hsa05132
MONDO:0008048,hsa00562;hsa01100;hsa04070;hsa04140
MONDO:0008047,
MONDO:0009379,hsa04976
MONDO:0009379,hsa04976
MONDO:0011680,
MONDO:0009372,hsa00380;hsa01100;hsa01240
MONDO:0009370,hsa00650;hsa01100
MONDO:0010354,hsa04919
MONDO:0011685,hsa04723
MONDO:0011686,hsa03450
MONDO:0010355,
MONDO:0011687,hsa04010;hsa04370;hsa05146
MONDO:0010356,hsa04072;hsa04080;hsa04962
MONDO:0011688,hsa00515;hsa01100
MONDO:0010350,hsa04810
MONDO:0010351,hsa03460
MONDO:0011683,
MONDO:0011684,hsa04621
MONDO:0060532,hsa04012;hsa04014;hsa04110;hsa04360;hsa04722;hsa05130;hsa05200;hsa05206;hsa05208;hsa05220;hsa05416
MONDO:0060533,
MONDO:0000902,
MONDO:0000908,hsa04390;hsa04520;hsa04670;hsa05100;hsa05200;hsa05213;hsa05226;hsa05412
MONDO:0000909,
MONDO:0000909,hsa04966
MONDO:0012904,hsa04310
MONDO:0012906,hsa05014;hsa05016;hsa05022
MONDO:0012905,hsa04145;hsa04540;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05130;hsa05132
MONDO:0060549,hsa04927;hsa04934;hsa05202
MONDO:0012900,hsa04260;hsa04261;hsa05410;hsa05414
MONDO:0012902,hsa04550;hsa05016
MONDO:0012901,hsa04610
MONDO:0012908,hsa04610;hsa05020;hsa05171;hsa05322
MONDO:0012909,hsa05200;hsa05202;hsa05221
MONDO:0060550,hsa04340
MONDO:0060554,hsa00380;hsa01100;hsa01240
MONDO:0060551,hsa04022;hsa04270;hsa04911;hsa04924;hsa04970;hsa04972
MONDO:0060555,hsa00380;hsa01100;hsa01240
MONDO:0060556,
MONDO:0060564,hsa04514;hsa04530;hsa04670;hsa05130;hsa05160
MONDO:0060562,hsa00785;hsa01100;hsa01240
MONDO:0060568,
MONDO:0000913,
MONDO:0000914,hsa01522;hsa04330;hsa04371;hsa04658;hsa04919;hsa05165;hsa05200;hsa05206;hsa05224
MONDO:0060577,hsa00970
MONDO:0060578,hsa00970
MONDO:0060582,
MONDO:0060583,hsa04144;hsa04530;hsa04666;hsa04810;hsa05100;hsa05130;hsa05131;hsa05132;hsa05135
MONDO:0060585,hsa00970
MONDO:0060589,hsa04145;hsa04540;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05130;hsa05132
MONDO:0060593,hsa05412
MONDO:0060591,hsa04141;hsa05012;hsa05200;hsa05208;hsa05225;hsa05417;hsa05418
MONDO:0060592,hsa05205
MONDO:0060596,
MONDO:0011528,hsa04672;hsa05340
