mondo,pathways
MONDO:0024570,hsa04928
MONDO:0012591,
MONDO:0012590,hsa03420;hsa03460
MONDO:0012593,
MONDO:0012592,
MONDO:0011268,hsa00190;hsa01100;hsa04142;hsa04145;hsa04721;hsa04966;hsa05110;hsa05120;hsa05152;hsa05165;hsa05323
MONDO:0011269,hsa04064
MONDO:0012595,hsa04060;hsa04061;hsa04064;hsa04668;hsa04940;hsa05166;hsa05168
MONDO:0011264,
MONDO:0012594,hsa04610;hsa05150
MONDO:0012597,
MONDO:0011266,
MONDO:0012596,hsa00260;hsa00270;hsa00750;hsa01100;hsa01200;hsa01230;hsa01240
MONDO:0012559,hsa04150
MONDO:0011227,
MONDO:0013889,
MONDO:0011229,hsa00920;hsa01100
MONDO:0024544,hsa04146
MONDO:0024545,
MONDO:0024546,hsa05202
MONDO:0024547,hsa04911;hsa04930;hsa04950
MONDO:0024540,hsa04261;hsa04725;hsa04971;hsa04972;hsa04974;hsa05110
MONDO:0024541,hsa03018
MONDO:0024542,hsa05017;hsa05417
MONDO:0024543,
MONDO:0013891,hsa04015;hsa04810;hsa05014;hsa05131;hsa05132
MONDO:0013890,
MONDO:0024537,hsa04977
MONDO:0024538,hsa01521;hsa04010;hsa04014;hsa04015;hsa04020;hsa04072;hsa04151;hsa04510;hsa04540;hsa04630;hsa04810;hsa05167;hsa05200;hsa05206;hsa05211;hsa05214;hsa05215;hsa05218;hsa05231;hsa05418
MONDO:0024538,hsa01521;hsa04010;hsa04014;hsa04015;hsa04020;hsa04072;hsa04151;hsa04510;hsa04540;hsa04630;hsa04810;hsa05165;hsa05200;hsa05206;hsa05214;hsa05215;hsa05218;hsa05230;hsa05231
MONDO:0024538,
MONDO:0024539,hsa00230;hsa01100;hsa04740;hsa04744
MONDO:0011234,hsa04015;hsa04022;hsa04024;hsa04062;hsa04071;hsa04261;hsa04360;hsa04371;hsa04540;hsa04611;hsa04670;hsa04713;hsa04723;hsa04724;hsa04725;hsa04726;hsa04727;hsa04728;hsa04730;hsa04914;hsa04915;hsa04916;hsa04921;hsa04923;hsa04924;hsa04926;hsa04928;hsa04934;hsa04935;hsa04971;hsa05012;hsa05030;hsa05032;hsa05034;hsa05133;hsa05142;hsa05145;hsa05163;hsa05170;hsa05200;hsa05207
MONDO:0013897,hsa04010;hsa04060;hsa04068;hsa04110;hsa04218;hsa04350;hsa04380;hsa04390;hsa04933;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05166;hsa05200;hsa05205;hsa05206;hsa05210;hsa05211;hsa05212;hsa05220;hsa05225;hsa05226;hsa05321;hsa05323;hsa05410;hsa05414;hsa05415
MONDO:0012565,hsa03440;hsa03460
MONDO:0013896,
MONDO:0011236,hsa00010;hsa00052;hsa00500;hsa00520;hsa00524;hsa01100;hsa01200;hsa01250;hsa04910;hsa04911;hsa04917;hsa04922;hsa04930;hsa04950;hsa05230
MONDO:0013899,
MONDO:0013898,hsa03460
MONDO:0011237,
MONDO:0013893,hsa04010;hsa04060;hsa04061;hsa04064;hsa04071;hsa04150;hsa04210;hsa04215;hsa04217;hsa04380;hsa04668;hsa04920;hsa04931;hsa04932;hsa04936;hsa05010;hsa05014;hsa05022;hsa05130;hsa05131;hsa05132;hsa05142;hsa05145;hsa05152;hsa05160;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05170;hsa05171;hsa05417;hsa05418
MONDO:0012562,hsa04024;hsa04340;hsa04360;hsa05200;hsa05205;hsa05217
MONDO:0011231,hsa04024;hsa04929
MONDO:0012561,
MONDO:0013892,hsa04610
MONDO:0011232,hsa04022;hsa04024;hsa04260;hsa04261;hsa04911;hsa04918;hsa04919;hsa04925;hsa04960;hsa04961;hsa04964;hsa04970;hsa04971;hsa04972;hsa04973;hsa04974;hsa04976;hsa04978
MONDO:0013895,hsa04330;hsa04658;hsa05017;hsa05165;hsa05169;hsa05203
MONDO:0012563,hsa04340;hsa04390;hsa05200;hsa05217
MONDO:0011233,
MONDO:0013894,
MONDO:0024550,hsa04010;hsa04510;hsa05132;hsa05205
MONDO:0012569,
MONDO:0024555,
MONDO:0024555,
MONDO:0024556,hsa04150
MONDO:0024557,hsa03440;hsa03450;hsa04218
MONDO:0024558,hsa05202
MONDO:0024551,hsa01524;hsa04064;hsa04120;hsa04210;hsa04215;hsa04217;hsa04510;hsa04621;hsa05145;hsa05166;hsa05200;hsa05207;hsa05222
MONDO:0024551,hsa04650
MONDO:0024552,hsa00190;hsa01100;hsa04260;hsa04714;hsa04932;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05208;hsa05415
MONDO:0024552,hsa00860;hsa01100
MONDO:0024552,hsa00190;hsa01100;hsa04714;hsa04723;hsa04932;hsa05010;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05208;hsa05415
MONDO:0024553,
MONDO:0024554,
MONDO:0012571,
MONDO:0012570,hsa00130;hsa01100;hsa01240
MONDO:0011240,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04613;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05010;hsa05017;hsa05020;hsa05100;hsa05131;hsa05132;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05171;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05415;hsa05417;hsa05418
MONDO:0024548,
MONDO:0011245,
MONDO:0011246,hsa00564;hsa01100;hsa05231
MONDO:0012573,hsa04360
MONDO:0011242,
MONDO:0011243,
MONDO:0012575,
MONDO:0011244,
MONDO:0012574,hsa04150;hsa05211
MONDO:0013868,hsa00900;hsa01100
MONDO:0013867,
MONDO:0012536,
MONDO:0012539,
MONDO:0013869,hsa00230;hsa01100
MONDO:0012538,hsa04360;hsa04666;hsa04810;hsa05133;hsa05170
MONDO:0024522,hsa04060;hsa04151;hsa04630
MONDO:0024523,hsa01522;hsa04330;hsa04658;hsa04919;hsa05020;hsa05165;hsa05200;hsa05206;hsa05224
MONDO:0024524,
MONDO:0024525,hsa00260;hsa00330;hsa01100
MONDO:0024520,
MONDO:0024519,hsa04151;hsa04510;hsa04512;hsa04514;hsa04810;hsa05165;hsa05410;hsa05412;hsa05414
MONDO:0024517,hsa04390;hsa04392;hsa04530
MONDO:0024517,hsa04714;hsa05225
MONDO:0013875,
MONDO:0012544,
MONDO:0013874,hsa00760;hsa01100
MONDO:0012543,hsa04217;hsa04621;hsa04668
MONDO:0011213,hsa04310
MONDO:0011214,hsa02010;hsa04976
MONDO:0012546,hsa00562;hsa01100;hsa04014;hsa04015;hsa04020;hsa04024;hsa04070;hsa04919;hsa04933;hsa05131;hsa05205
MONDO:0013877,hsa05415
MONDO:0011215,
MONDO:0013876,hsa01522;hsa01524;hsa04010;hsa04071;hsa04110;hsa04115;hsa04137;hsa04151;hsa04210;hsa04211;hsa04216;hsa04218;hsa04310;hsa04722;hsa04919;hsa05012;hsa05014;hsa05016;hsa05131;hsa05160;hsa05161;hsa05162;hsa05163;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05200;hsa05202;hsa05203;hsa05205;hsa05206;hsa05210;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05217;hsa05218;hsa05219;hsa05220;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05417;hsa05418
MONDO:0012545,hsa00561;hsa01100;hsa04714;hsa04923
MONDO:0013871,
MONDO:0012540,hsa04610;hsa05150
MONDO:0013870,
MONDO:0013873,hsa04110
MONDO:0011211,
MONDO:0012541,hsa04010;hsa04014;hsa04015;hsa04020;hsa04151;hsa04810;hsa05200;hsa05207;hsa05218;hsa05224;hsa05226
MONDO:0013872,
MONDO:0011216,hsa04350
MONDO:0012548,
MONDO:0013879,hsa05200;hsa05225;hsa05226
MONDO:0012547,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04062;hsa04068;hsa04072;hsa04150;hsa04151;hsa04510;hsa04540;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04714;hsa04722;hsa04810;hsa04910;hsa04912;hsa04915;hsa04917;hsa04926;hsa04935;hsa05034;hsa05160;hsa05161;hsa05163;hsa05165;hsa05200;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05213;hsa05214;hsa05215;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05231
MONDO:0013878,hsa05165;hsa05166;hsa05200;hsa05225;hsa05226
MONDO:0011217,hsa00100;hsa01100
MONDO:0011218,hsa05206
MONDO:0012549,
MONDO:0024533,hsa04060;hsa04350;hsa04360;hsa04390;hsa04550;hsa05206;hsa05418
MONDO:0024534,
MONDO:0024535,hsa04622;hsa05161;hsa05162;hsa05164;hsa05168;hsa05171
MONDO:0024536,hsa04024;hsa04080;hsa04925;hsa04927;hsa04934
MONDO:0024530,hsa04151;hsa04510;hsa04512;hsa04974;hsa05165
MONDO:0024530,hsa04151;hsa04510;hsa04512;hsa04974;hsa05165
MONDO:0024530,hsa04151;hsa04510;hsa04512;hsa04974;hsa05165
MONDO:0024531,hsa04020;hsa04611
MONDO:0024532,hsa05202
MONDO:0013880,hsa04550
MONDO:0024526,
MONDO:0024528,
MONDO:0011223,hsa05014
MONDO:0012555,hsa04110;hsa04114
MONDO:0013886,
MONDO:0012554,hsa01524;hsa03420;hsa03460
MONDO:0013885,
MONDO:0011225,hsa03450;hsa05340
MONDO:0012557,
MONDO:0013888,hsa03015;hsa03040;hsa05014;hsa05022;hsa05202
MONDO:0012556,hsa00510;hsa01100
MONDO:0013887,
MONDO:0011226,
MONDO:0013882,hsa00563;hsa01100
MONDO:0013881,hsa04151;hsa04510;hsa04512;hsa04640;hsa04810;hsa05165;hsa05200;hsa05222;hsa05410;hsa05412;hsa05414
MONDO:0012553,hsa03022;hsa03420
MONDO:0013884,
MONDO:0012552,hsa01522;hsa04012;hsa04066;hsa04068;hsa04110;hsa04151;hsa04933;hsa04934;hsa05162;hsa05165;hsa05169;hsa05200;hsa05202;hsa05203;hsa05206;hsa05215;hsa05220;hsa05222;hsa05226
MONDO:0013883,hsa00510;hsa01100
MONDO:0012518,hsa00250;hsa00520;hsa01100;hsa01250;hsa04931;hsa05415
MONDO:0013849,
MONDO:0012514,
MONDO:0013845,hsa00562;hsa01100;hsa04015;hsa04020;hsa04022;hsa04062;hsa04070;hsa04071;hsa04072;hsa04261;hsa04270;hsa04310;hsa04371;hsa04540;hsa04611;hsa04613;hsa04621;hsa04713;hsa04720;hsa04723;hsa04724;hsa04725;hsa04726;hsa04728;hsa04730;hsa04742;hsa04750;hsa04911;hsa04912;hsa04915;hsa04916;hsa04918;hsa04919;hsa04921;hsa04922;hsa04924;hsa04925;hsa04926;hsa04927;hsa04928;hsa04929;hsa04933;hsa04934;hsa04935;hsa04961;hsa04970;hsa04971;hsa04972;hsa04973;hsa05010;hsa05016;hsa05017;hsa05022;hsa05131;hsa05142;hsa05143;hsa05146;hsa05163;hsa05200;hsa05415;hsa05417
MONDO:0013848,
MONDO:0012517,hsa00600;hsa04142
MONDO:0012516,hsa03040
MONDO:0013853,hsa03018
MONDO:0012522,hsa04911;hsa04929;hsa04930
MONDO:0013855,
MONDO:0012524,hsa00140;hsa01100;hsa04925
MONDO:0013854,
MONDO:0012523,
MONDO:0012520,hsa04010;hsa04014;hsa04015;hsa04022;hsa04066;hsa04068;hsa04072;hsa04150;hsa04151;hsa04152;hsa04211;hsa04213;hsa04520;hsa04910;hsa04913;hsa04923;hsa04930;hsa04931;hsa04932;hsa04960;hsa05010;hsa05415
MONDO:0013851,hsa03060
MONDO:0013850,hsa04024;hsa04080;hsa04726;hsa04742
MONDO:0012529,hsa03010;hsa05171
MONDO:0012526,hsa04610
MONDO:0012525,
MONDO:0013859,hsa00561;hsa01100
MONDO:0012528,
MONDO:0012527,
MONDO:0024506,
MONDO:0024507,hsa04550;hsa04950
MONDO:0024507,hsa05202
MONDO:0013864,hsa04110
MONDO:0013863,
MONDO:0011202,
MONDO:0013866,
MONDO:0012534,
MONDO:0013865,
MONDO:0013862,hsa04610;hsa04640;hsa04662;hsa05169
MONDO:0012531,hsa03022;hsa03420
MONDO:0013861,hsa04144;hsa04217;hsa05014;hsa05022
MONDO:0012530,hsa04310
MONDO:0011193,hsa04744
MONDO:0011196,hsa05014;hsa05022
MONDO:0011190,hsa04310
MONDO:0011191,hsa04010;hsa04014;hsa04015;hsa04020;hsa04151;hsa04510;hsa05200;hsa05224
MONDO:0011191,hsa01521;hsa04010;hsa04014;hsa04015;hsa04020;hsa04151;hsa04370;hsa04510;hsa05205;hsa05418
MONDO:0011191,hsa04621
MONDO:0011192,
MONDO:0011198,hsa04657;hsa04926;hsa04928
MONDO:0036484,hsa05014;hsa05022
MONDO:0036483,
MONDO:0036482,
MONDO:0011173,hsa04060;hsa04630
MONDO:0011170,
MONDO:0011176,hsa04978
MONDO:0011177,
MONDO:0011178,
MONDO:0024498,hsa01521;hsa01522;hsa01524;hsa04010;hsa04012;hsa04020;hsa04066;hsa04151;hsa04510;hsa04520;hsa04530;hsa05200;hsa05205;hsa05206;hsa05212;hsa05213;hsa05215;hsa05219;hsa05223;hsa05224;hsa05226;hsa05230
MONDO:0024498,hsa00020;hsa00480;hsa01100;hsa01200;hsa01210;hsa01230;hsa04146;hsa05230
MONDO:0024498,hsa01522;hsa01524;hsa04010;hsa04071;hsa04110;hsa04115;hsa04137;hsa04151;hsa04210;hsa04211;hsa04216;hsa04218;hsa04310;hsa04722;hsa04919;hsa05012;hsa05014;hsa05016;hsa05131;hsa05160;hsa05161;hsa05162;hsa05163;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05200;hsa05202;hsa05203;hsa05205;hsa05206;hsa05210;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05217;hsa05218;hsa05219;hsa05220;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05417;hsa05418
MONDO:0011182,hsa00982
MONDO:0011183,hsa04060;hsa04064;hsa04380;hsa04917;hsa05323
MONDO:0011184,
MONDO:0011185,
MONDO:0011181,
MONDO:0011186,
MONDO:0024463,hsa04024;hsa04080;hsa04913
MONDO:0024464,hsa04935
MONDO:0024465,
MONDO:0012481,hsa00900;hsa01100;hsa04146
MONDO:0012480,hsa02010;hsa04911;hsa04930
MONDO:0011150,hsa01521;hsa04010;hsa04014;hsa04015;hsa04020;hsa04072;hsa04151;hsa04510;hsa04540;hsa04630;hsa04810;hsa05165;hsa05200;hsa05206;hsa05214;hsa05215;hsa05218;hsa05230;hsa05231
MONDO:0011151,hsa04150;hsa04310;hsa04928;hsa05010;hsa05022;hsa05200;hsa05224;hsa05225;hsa05226
MONDO:0012483,
MONDO:0012482,hsa04060;hsa04061;hsa04062;hsa04144;hsa05145;hsa05163;hsa05167;hsa05170;hsa05203
MONDO:0011152,hsa00260;hsa00270;hsa01100;hsa01200;hsa01230
MONDO:0012489,
MONDO:0012488,hsa04060;hsa04151;hsa04217;hsa04380;hsa04620;hsa04621;hsa04630;hsa04650;hsa05160;hsa05162;hsa05164;hsa05165;hsa05167;hsa05168;hsa05169;hsa05171;hsa05200
MONDO:0012488,hsa04060;hsa04066;hsa04217;hsa04380;hsa04630;hsa04650;hsa04658;hsa04659;hsa05140;hsa05142;hsa05145;hsa05152;hsa05164;hsa05167;hsa05168;hsa05200;hsa05235;hsa05321
MONDO:0012488,hsa04060;hsa04061;hsa04630;hsa05145;hsa05152;hsa05163
MONDO:0011158,hsa01524;hsa04010;hsa04060;hsa04115;hsa04210;hsa04217;hsa04650;hsa04668;hsa04932;hsa04936;hsa04940;hsa05010;hsa05022;hsa05130;hsa05142;hsa05143;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05205;hsa05320;hsa05330;hsa05332;hsa05417
MONDO:0011158,hsa01524;hsa04010;hsa04014;hsa04060;hsa04068;hsa04151;hsa04210;hsa04217;hsa04650;hsa04722;hsa04932;hsa04936;hsa04940;hsa05022;hsa05130;hsa05142;hsa05143;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05168;hsa05170;hsa05200;hsa05205;hsa05320;hsa05330;hsa05332;hsa05417
MONDO:0011159,hsa04974
MONDO:0012485,hsa04071;hsa04080
MONDO:0011153,hsa04911;hsa04929;hsa04930
MONDO:0011156,hsa01522;hsa02010;hsa04976;hsa04979
MONDO:0011160,
MONDO:0011162,
MONDO:0011163,hsa04010;hsa04020;hsa04022;hsa04024;hsa04260;hsa04261;hsa04270;hsa04723;hsa04725;hsa04726;hsa04727;hsa04911;hsa04912;hsa04921;hsa04924;hsa04925;hsa04927;hsa04929;hsa04934;hsa04935;hsa05010;hsa05020;hsa05022;hsa05207;hsa05410;hsa05412;hsa05414
MONDO:0012490,
MONDO:0011168,hsa04060;hsa04061;hsa04144;hsa04151;hsa04630;hsa04640;hsa04658;hsa04659;hsa05162;hsa05166;hsa05200
MONDO:0012499,hsa04142
MONDO:0011169,hsa03050
MONDO:0012496,
MONDO:0011165,hsa04151;hsa04510;hsa04512;hsa04810;hsa04933;hsa05100;hsa05135;hsa05146;hsa05165;hsa05200;hsa05205;hsa05222
MONDO:0012495,hsa00520;hsa01100;hsa01250
MONDO:0012498,hsa04744
MONDO:0012497,hsa04744
MONDO:0013702,
MONDO:0013710,hsa01524;hsa03430;hsa05200;hsa05210
MONDO:0013712,hsa04060;hsa04210;hsa04630;hsa05200
MONDO:0013711,hsa04270;hsa04530;hsa04810;hsa05130
MONDO:0013718,
MONDO:0013717,
MONDO:0013719,
MONDO:0013714,hsa04145;hsa04610;hsa05150;hsa05171
MONDO:0013713,hsa04145;hsa04625;hsa05152;hsa05162
MONDO:0013715,hsa05014;hsa05022
MONDO:0013721,hsa04610;hsa04936;hsa05133;hsa05150;hsa05171;hsa05322
MONDO:0013720,hsa04610;hsa04936;hsa05133;hsa05150;hsa05171;hsa05322
MONDO:0013723,hsa04064;hsa04620;hsa04936;hsa05130;hsa05132;hsa05133;hsa05152;hsa05161;hsa05235;hsa05417
MONDO:0013722,hsa03020;hsa04623
MONDO:0013700,hsa00561;hsa01100;hsa04972;hsa04975;hsa04977
MONDO:0011128,
MONDO:0023113,
MONDO:0023113,hsa04110;hsa04115;hsa04218;hsa05166
MONDO:0023113,hsa04015;hsa04310;hsa04390;hsa04510;hsa04520;hsa04550;hsa04670;hsa04916;hsa04919;hsa04934;hsa04936;hsa05010;hsa05022;hsa05100;hsa05132;hsa05160;hsa05163;hsa05165;hsa05167;hsa05200;hsa05205;hsa05210;hsa05213;hsa05215;hsa05216;hsa05217;hsa05224;hsa05225;hsa05226;hsa05412;hsa05418
MONDO:0023113,hsa04360;hsa05200;hsa05210
MONDO:0023113,hsa04150;hsa05211
MONDO:0023113,hsa04024;hsa04066;hsa04068;hsa04110;hsa04310;hsa04330;hsa04350;hsa04520;hsa04630;hsa04720;hsa04916;hsa04919;hsa04922;hsa04935;hsa05016;hsa05152;hsa05161;hsa05164;hsa05165;hsa05166;hsa05167;hsa05200;hsa05203;hsa05206;hsa05211;hsa05215
MONDO:0023113,hsa01521;hsa01522;hsa01524;hsa04010;hsa04012;hsa04014;hsa04015;hsa04022;hsa04024;hsa04062;hsa04066;hsa04068;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04261;hsa04370;hsa04371;hsa04380;hsa04510;hsa04550;hsa04611;hsa04613;hsa04620;hsa04625;hsa04630;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04722;hsa04725;hsa04728;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04920;hsa04922;hsa04923;hsa04926;hsa04929;hsa04931;hsa04932;hsa04933;hsa04935;hsa04936;hsa04973;hsa05010;hsa05017;hsa05131;hsa05132;hsa05135;hsa05142;hsa05145;hsa05152;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05205;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05415;hsa05417;hsa05418
MONDO:0023113,hsa01521;hsa04010;hsa04014;hsa04015;hsa04020;hsa04144;hsa04151;hsa04550;hsa04810;hsa05200;hsa05206;hsa05219;hsa05230
MONDO:0023113,hsa03440
MONDO:0023113,hsa03430
MONDO:0023113,hsa04310;hsa04390;hsa04550;hsa04810;hsa04934;hsa05010;hsa05022;hsa05165;hsa05200;hsa05206;hsa05210;hsa05213;hsa05217;hsa05224;hsa05225;hsa05226
MONDO:0023113,
MONDO:0023113,hsa01521;hsa01522;hsa04010;hsa04012;hsa04014;hsa04015;hsa04062;hsa04068;hsa04071;hsa04072;hsa04137;hsa04140;hsa04150;hsa04151;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04371;hsa04540;hsa04550;hsa04625;hsa04650;hsa04660;hsa04662;hsa04664;hsa04714;hsa04720;hsa04722;hsa04725;hsa04726;hsa04730;hsa04810;hsa04910;hsa04912;hsa04915;hsa04916;hsa04917;hsa04919;hsa04921;hsa04926;hsa04929;hsa04933;hsa04935;hsa05010;hsa05022;hsa05034;hsa05160;hsa05161;hsa05163;hsa05165;hsa05166;hsa05167;hsa05170;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05417
MONDO:0023113,
MONDO:0023113,hsa00562;hsa01100;hsa01521;hsa01522;hsa01524;hsa04012;hsa04014;hsa04015;hsa04024;hsa04062;hsa04066;hsa04068;hsa04070;hsa04071;hsa04072;hsa04140;hsa04150;hsa04151;hsa04152;hsa04210;hsa04211;hsa04213;hsa04218;hsa04360;hsa04370;hsa04380;hsa04510;hsa04550;hsa04611;hsa04613;hsa04620;hsa04625;hsa04630;hsa04650;hsa04660;hsa04662;hsa04664;hsa04666;hsa04668;hsa04670;hsa04722;hsa04725;hsa04750;hsa04810;hsa04910;hsa04914;hsa04915;hsa04917;hsa04919;hsa04923;hsa04926;hsa04929;hsa04930;hsa04931;hsa04932;hsa04933;hsa04935;hsa04960;hsa04973;hsa05010;hsa05017;hsa05020;hsa05100;hsa05131;hsa05132;hsa05135;hsa05142;hsa05146;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05171;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05218;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05231;hsa05235;hsa05415;hsa05417;hsa05418
MONDO:0023113,hsa00564;hsa00565;hsa00590;hsa00591;hsa00592;hsa01100;hsa04014;hsa04270;hsa04972;hsa04975
MONDO:0023113,
MONDO:0023113,hsa04520;hsa05208
MONDO:0023113,hsa01521;hsa01522;hsa01524;hsa04071;hsa04115;hsa04141;hsa04210;hsa04211;hsa04215;hsa04217;hsa04722;hsa04932;hsa04933;hsa05012;hsa05014;hsa05016;hsa05020;hsa05022;hsa05130;hsa05131;hsa05132;hsa05152;hsa05160;hsa05161;hsa05162;hsa05163;hsa05164;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05170;hsa05200;hsa05202;hsa05203;hsa05210;hsa05212;hsa05213;hsa05214;hsa05216;hsa05217;hsa05218;hsa05220;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05417
MONDO:0023113,hsa01522;hsa04068;hsa04110;hsa04115;hsa04151;hsa04152;hsa04218;hsa04310;hsa04340;hsa04371;hsa04390;hsa04510;hsa04530;hsa04630;hsa04917;hsa04919;hsa04921;hsa04933;hsa04934;hsa04936;hsa05160;hsa05162;hsa05163;hsa05165;hsa05166;hsa05167;hsa05169;hsa05200;hsa05203;hsa05205;hsa05206;hsa05207;hsa05210;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05416
MONDO:0023113,hsa01521;hsa01522;hsa04012;hsa04015;hsa04062;hsa04137;hsa04144;hsa04360;hsa04370;hsa04510;hsa04520;hsa04530;hsa04540;hsa04611;hsa04613;hsa04625;hsa04727;hsa04750;hsa04810;hsa04912;hsa04915;hsa04917;hsa04919;hsa04921;hsa04926;hsa05100;hsa05120;hsa05130;hsa05131;hsa05135;hsa05152;hsa05161;hsa05163;hsa05167;hsa05168;hsa05203;hsa05205;hsa05207;hsa05208;hsa05219;hsa05417;hsa05418
MONDO:0023113,hsa01521;hsa01522;hsa04010;hsa04012;hsa04015;hsa04024;hsa04062;hsa04068;hsa04150;hsa04270;hsa04510;hsa04650;hsa04720;hsa04722;hsa04726;hsa04730;hsa04810;hsa04910;hsa04914;hsa04928;hsa04934;hsa05010;hsa05022;hsa05034;hsa05160;hsa05161;hsa05200;hsa05205;hsa05208;hsa05210;hsa05211;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05218;hsa05219;hsa05220;hsa05221;hsa05223;hsa05224;hsa05225;hsa05226
MONDO:0023113,hsa04114;hsa04914
MONDO:0023113,hsa04110;hsa04114;hsa04914
MONDO:0023113,hsa04110;hsa05166
MONDO:0023113,hsa04145;hsa04151;hsa04613;hsa04620;hsa05132;hsa05134;hsa05140;hsa05142;hsa05144;hsa05145;hsa05146;hsa05152;hsa05161;hsa05162;hsa05168;hsa05169;hsa05170;hsa05171;hsa05205;hsa05235;hsa05321;hsa05323;hsa05417
MONDO:0023113,hsa01522;hsa01524;hsa04010;hsa04071;hsa04110;hsa04115;hsa04137;hsa04151;hsa04210;hsa04211;hsa04216;hsa04218;hsa04310;hsa04722;hsa04919;hsa05012;hsa05014;hsa05016;hsa05131;hsa05160;hsa05161;hsa05162;hsa05163;hsa05165;hsa05166;hsa05167;hsa05168;hsa05169;hsa05200;hsa05202;hsa05203;hsa05205;hsa05206;hsa05210;hsa05212;hsa05213;hsa05214;hsa05215;hsa05216;hsa05217;hsa05218;hsa05219;hsa05220;hsa05222;hsa05223;hsa05224;hsa05225;hsa05226;hsa05230;hsa05417;hsa05418
MONDO:0023113,hsa04310;hsa04390;hsa04550;hsa04934;hsa05010;hsa05022;hsa05165;hsa05200;hsa05210;hsa05213;hsa05217;hsa05224;hsa05225;hsa05226
